COD_CURSO;NOME_CURSO;ANO_EVASAO;PERIODO_EVASAO;FORMA_EVASAO;COTISTA;SEXO;ET_BRANCA;ET_PRETA;ET_AMARELA;ET_PARDA;ET_INDIGINA;ET_NAO_INFORMADO;ET_NAO_DECLARADA;QTDE
10;Física;2011;1º Semestre;Desistência;N;F;0;0;0;1;0;0;0;1
10;Física;2011;1º Semestre;Desistência;N;M;2;0;2;1;0;0;0;5
10;Física;2011;1º Semestre;Desligamento por Abandono;N;F;3;0;0;1;0;0;0;4
10;Física;2011;1º Semestre;Desligamento por Abandono;N;M;10;2;0;3;0;0;0;15
10;Física;2011;1º Semestre;Desligamento por Abandono;S;F;2;0;0;0;0;0;0;2
10;Física;2011;1º Semestre;Desligamento por Abandono;S;M;4;2;0;1;0;0;0;7
10;Física;2011;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;F;1;0;0;0;0;0;1;2
10;Física;2011;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;M;2;0;0;0;0;0;0;2
10;Física;2011;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;S;M;1;1;0;0;0;0;0;2
10;Física;2011;1º Semestre;Desligamento: Descumpriu Plano de Estudos;N;M;1;0;0;0;0;0;0;1
10;Física;2011;1º Semestre;Não Informado;N;M;0;0;0;0;0;0;1;1
10;Física;2011;1º Semestre;Não Informado;S;M;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;2011;1º Semestre;Desistência;N;F;0;1;0;1;0;0;0;2
10 B;Física - Bacharelado;2011;1º Semestre;Desistência;N;M;1;2;0;3;0;0;0;6
10 B;Física - Bacharelado;2011;1º Semestre;Desistência;S;M;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;2011;1º Semestre;Desligamento por Abandono;N;F;1;0;0;0;0;0;0;1
10 B;Física - Bacharelado;2011;1º Semestre;Desligamento por Abandono;N;M;11;2;1;4;0;0;0;18
10 B;Física - Bacharelado;2011;1º Semestre;Desligamento por Abandono;S;M;1;0;0;1;0;0;0;2
10 B;Física - Bacharelado;2011;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;M;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;2011;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;S;M;0;1;0;0;0;0;0;1
10 B;Física - Bacharelado;2011;1º Semestre;Formado;N;M;3;0;0;1;0;0;0;4
10 L;Física - Licenciatura;2011;1º Semestre;Desistência;N;F;0;0;0;1;0;0;0;1
10 L;Física - Licenciatura;2011;1º Semestre;Desistência;N;M;2;1;0;1;0;0;1;5
10 L;Física - Licenciatura;2011;1º Semestre;Desistência;S;F;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;2011;1º Semestre;Desligamento por Abandono;N;M;4;0;0;2;0;0;0;6
10 L;Física - Licenciatura;2011;1º Semestre;Desligamento por Abandono;S;M;0;0;0;1;0;0;0;1
10 L;Física - Licenciatura;2011;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;F;0;0;1;0;0;0;0;1
10 L;Física - Licenciatura;2011;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;M;1;1;0;0;0;0;0;2
10 L;Física - Licenciatura;2011;1º Semestre;Formado;N;F;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;2011;1º Semestre;Formado;N;M;3;0;0;2;0;0;0;5
12;Matemática;2011;1º Semestre;Desistência;N;F;1;1;0;2;0;0;0;4
12;Matemática;2011;1º Semestre;Desistência;N;M;0;0;0;1;0;0;0;1
12;Matemática;2011;1º Semestre;Desistência;S;M;1;0;0;0;0;0;0;1
12;Matemática;2011;1º Semestre;Formado;N;F;0;0;0;0;0;1;0;1
12;Matemática;2011;1º Semestre;Transferido;N;M;0;0;0;1;0;0;0;1
12 B;Matemática - Bacharelado;2011;1º Semestre;Desistência;N;F;1;0;0;0;0;0;0;1
12 B;Matemática - Bacharelado;2011;1º Semestre;Formado;N;F;1;1;0;0;0;0;0;2
12 B;Matemática - Bacharelado;2011;1º Semestre;Formado;N;M;0;0;0;1;0;0;0;1
12 L;Matemática - Licenciatura;2011;1º Semestre;Formado;N;M;1;1;1;0;0;0;0;3
16;Estatística;2011;1º Semestre;Desistência;N;F;0;0;0;1;0;0;0;1
16;Estatística;2011;1º Semestre;Desistência;N;M;2;0;0;0;0;0;0;2
16;Estatística;2011;1º Semestre;Desligamento por Abandono;S;F;0;0;0;0;0;0;2;2
16;Estatística;2011;1º Semestre;Desligamento por Abandono;S;M;1;0;0;0;0;0;1;2
16;Estatística;2011;1º Semestre;Formado;N;F;1;0;0;2;0;0;0;3
32;Química;2011;1º Semestre;Desistência;N;F;1;0;0;0;0;0;0;1
32;Química;2011;1º Semestre;Transferência Interna;N;M;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;2011;1º Semestre;Desistência;N;F;2;0;0;0;0;0;0;2
32 B;Química - Bacharelado;2011;1º Semestre;Formado;N;F;2;0;0;1;0;0;0;3
32 B;Química - Bacharelado;2011;1º Semestre;Formado;N;M;3;0;0;0;0;0;0;3
32 L;Química - Licenciatura;2011;1º Semestre;Desistência;N;M;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2011;1º Semestre;Formado;N;M;1;0;0;0;0;0;0;1
10;Física;2011;2º Semestre;Desistência;N;M;3;2;0;0;0;0;0;5
10 B;Física - Bacharelado;2011;2º Semestre;Desistência;N;F;3;0;0;0;0;0;0;3
10 B;Física - Bacharelado;2011;2º Semestre;Desistência;N;M;6;1;0;2;0;0;0;9
10 B;Física - Bacharelado;2011;2º Semestre;Desistência;S;M;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;2011;2º Semestre;Formado;N;F;2;1;0;0;0;0;0;3
10 B;Física - Bacharelado;2011;2º Semestre;Formado;N;M;1;0;0;1;0;0;0;2
10 L;Física - Licenciatura;2011;2º Semestre;Desistência;N;M;4;0;0;2;0;0;0;6
10 L;Física - Licenciatura;2011;2º Semestre;Formado;N;F;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;2011;2º Semestre;Formado;N;M;5;1;0;1;0;0;0;7
10 L;Física - Licenciatura;2011;2º Semestre;Reopção de Curso;N;F;1;0;0;0;0;0;0;1
12;Matemática;2011;2º Semestre;Reopção de Curso;N;M;1;0;0;0;0;0;0;1
12 B;Matemática - Bacharelado;2011;2º Semestre;Formado;N;F;1;0;0;0;0;0;0;1
12 B;Matemática - Bacharelado;2011;2º Semestre;Formado;N;M;0;0;0;1;0;0;0;1
12 L;Matemática - Licenciatura;2011;2º Semestre;Formado;N;F;4;0;0;5;0;0;0;9
12 L;Matemática - Licenciatura;2011;2º Semestre;Formado;N;M;4;0;0;4;0;0;1;9
16;Estatística;2011;2º Semestre;Desistência;N;F;0;0;0;2;0;0;0;2
16;Estatística;2011;2º Semestre;Desistência;N;M;2;0;0;0;0;0;0;2
16;Estatística;2011;2º Semestre;Desligamento por Abandono;N;M;1;0;0;0;0;0;0;1
16;Estatística;2011;2º Semestre;Formado;N;F;1;0;0;0;0;0;0;1
16;Estatística;2011;2º Semestre;Formado;N;M;1;0;0;0;0;0;0;1
16;Estatística;2011;2º Semestre;Reopção de Curso;N;F;0;1;0;0;0;0;0;1
32 B;Química - Bacharelado;2011;2º Semestre;Desistência;N;F;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;2011;2º Semestre;Desistência;N;M;3;0;0;1;0;0;0;4
32 B;Química - Bacharelado;2011;2º Semestre;Desistência;S;M;0;0;0;1;0;0;0;1
32 B;Química - Bacharelado;2011;2º Semestre;Formado;N;F;7;1;0;0;0;0;0;8
32 B;Química - Bacharelado;2011;2º Semestre;Formado;N;M;5;0;0;2;0;0;0;7
32 B;Química - Bacharelado;2011;2º Semestre;Reopção de Curso;N;F;1;0;0;1;0;0;0;2
32 L;Química - Licenciatura;2011;2º Semestre;Desistência;N;F;0;0;0;1;0;0;0;1
32 L;Química - Licenciatura;2011;2º Semestre;Desistência;N;M;0;0;0;1;0;0;0;1
32 L;Química - Licenciatura;2011;2º Semestre;Formado;N;F;2;0;0;1;0;0;0;3
32 L;Química - Licenciatura;2011;2º Semestre;Formado;N;M;1;0;0;0;0;0;0;1
10;Física;2012;1º Semestre;Desistência;N;F;0;0;0;1;0;0;0;1
10;Física;2012;1º Semestre;Desistência;N;M;2;0;0;1;0;0;0;3
10;Física;2012;1º Semestre;Desligamento por Abandono;N;F;3;0;0;0;0;0;0;3
10;Física;2012;1º Semestre;Desligamento por Abandono;N;M;9;1;0;3;0;0;1;14
10 B;Física - Bacharelado;2012;1º Semestre;Desistência;N;F;2;1;0;1;0;0;0;4
10 B;Física - Bacharelado;2012;1º Semestre;Desistência;N;M;5;0;0;1;0;0;0;6
10 B;Física - Bacharelado;2012;1º Semestre;Desistência;S;M;0;0;1;0;0;0;0;1
10 B;Física - Bacharelado;2012;1º Semestre;Desligamento por Abandono;N;F;1;0;0;1;0;0;0;2
10 B;Física - Bacharelado;2012;1º Semestre;Desligamento por Abandono;N;M;11;1;0;0;0;0;0;12
10 B;Física - Bacharelado;2012;1º Semestre;Formado;N;F;1;0;0;0;0;0;0;1
10 B;Física - Bacharelado;2012;1º Semestre;Formado;N;M;2;0;0;0;0;0;2;4
10 B;Física - Bacharelado;2012;1º Semestre;Reopção de Curso;N;M;3;0;0;0;0;0;0;3
10 B;Física - Bacharelado;2012;1º Semestre;Reopção de Curso;S;M;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;2012;1º Semestre;Transferido;S;F;0;1;0;0;0;0;0;1
10 L;Física - Licenciatura;2012;1º Semestre;Desistência;N;F;1;0;0;1;0;0;0;2
10 L;Física - Licenciatura;2012;1º Semestre;Desistência;N;M;2;0;0;3;0;0;1;6
10 L;Física - Licenciatura;2012;1º Semestre;Desistência;S;F;0;1;0;0;0;0;0;1
10 L;Física - Licenciatura;2012;1º Semestre;Desligamento por Abandono;N;F;2;1;0;2;0;0;1;6
10 L;Física - Licenciatura;2012;1º Semestre;Desligamento por Abandono;N;M;6;1;0;5;0;0;0;12
10 L;Física - Licenciatura;2012;1º Semestre;Formado;N;F;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;2012;1º Semestre;Formado;N;M;6;1;0;0;0;0;0;7
10 L;Física - Licenciatura;2012;1º Semestre;Reopção de Curso;N;M;1;0;0;0;0;0;0;1
12;Matemática;2012;1º Semestre;Desistência;N;F;3;0;0;1;0;0;0;4
12;Matemática;2012;1º Semestre;Desistência;N;M;1;1;0;3;0;0;0;5
12;Matemática;2012;1º Semestre;Desligamento por Abandono;N;F;2;0;0;1;0;0;0;3
12;Matemática;2012;1º Semestre;Desligamento por Abandono;N;M;4;0;0;0;0;0;3;7
12;Matemática;2012;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;F;0;0;0;4;0;0;0;4
12;Matemática;2012;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;M;6;0;0;0;0;0;0;6
12;Matemática;2012;1º Semestre;Reopção de Curso;N;M;1;0;0;1;0;0;0;2
12;Matemática;2012;1º Semestre;Transferido;N;M;1;0;0;0;0;0;0;1
12 B;Matemática - Bacharelado;2012;1º Semestre;Desistência;N;M;1;0;0;0;0;0;0;1
12 L;Matemática - Licenciatura;2012;1º Semestre;Desligamento por Abandono;N;M;1;0;0;0;0;0;0;1
12 L;Matemática - Licenciatura;2012;1º Semestre;Formado;N;F;1;0;1;2;0;0;0;4
12 L;Matemática - Licenciatura;2012;1º Semestre;Formado;N;M;2;0;0;1;0;0;0;3
16;Estatística;2012;1º Semestre;Desistência;N;F;2;0;0;1;0;0;0;3
16;Estatística;2012;1º Semestre;Desistência;N;M;0;0;0;0;0;0;1;1
16;Estatística;2012;1º Semestre;Desistência;S;M;0;0;0;1;0;0;0;1
16;Estatística;2012;1º Semestre;Desligamento por Abandono;N;F;0;0;0;0;0;2;2;4
16;Estatística;2012;1º Semestre;Desligamento por Abandono;N;M;5;0;0;1;0;0;0;6
16;Estatística;2012;1º Semestre;Desligamento por Abandono;S;M;0;0;0;1;0;0;0;1
16;Estatística;2012;1º Semestre;Formado;N;F;1;0;0;1;0;0;0;2
16;Estatística;2012;1º Semestre;Formado;N;M;1;0;0;0;0;0;0;1
16;Estatística;2012;1º Semestre;Reopção de Curso;N;M;0;0;0;1;0;0;0;1
32;Química;2012;1º Semestre;Desligamento por Abandono;N;F;2;0;0;0;0;0;0;2
32;Química;2012;1º Semestre;Desligamento por Abandono;N;M;4;0;0;1;0;0;0;5
32;Química;2012;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;M;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;2012;1º Semestre;Desistência;N;F;3;0;0;1;1;0;1;6
32 B;Química - Bacharelado;2012;1º Semestre;Desistência;S;F;0;0;0;1;0;0;0;1
32 B;Química - Bacharelado;2012;1º Semestre;Desligamento por Abandono;N;F;2;0;0;0;0;0;0;2
32 B;Química - Bacharelado;2012;1º Semestre;Desligamento por Abandono;N;M;0;0;0;2;0;0;0;2
32 B;Química - Bacharelado;2012;1º Semestre;Desligamento por Abandono;S;M;0;0;0;1;0;0;0;1
32 B;Química - Bacharelado;2012;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;M;0;1;0;0;0;0;0;1
32 B;Química - Bacharelado;2012;1º Semestre;Formado;N;F;5;0;0;1;0;0;0;6
32 B;Química - Bacharelado;2012;1º Semestre;Formado;N;M;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;2012;1º Semestre;Reopção de Curso;S;M;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2012;1º Semestre;Desistência;N;F;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2012;1º Semestre;Desistência;N;M;0;1;0;0;0;0;0;1
32 L;Química - Licenciatura;2012;1º Semestre;Desistência;S;M;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2012;1º Semestre;Desligamento por Abandono;N;F;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2012;1º Semestre;Desligamento por Abandono;N;M;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2012;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;F;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2012;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;M;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2012;1º Semestre;Formado;N;F;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2012;1º Semestre;Formado;N;M;2;0;0;0;0;0;0;2
10;Física;2012;2º Semestre;Desligamento por Abandono;N;F;0;0;0;0;1;0;0;1
10;Física;2012;2º Semestre;Desligamento por Abandono;N;M;3;0;0;3;0;0;0;6
10;Física;2012;2º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;M;0;0;0;2;0;0;0;2
10 B;Física - Bacharelado;2012;2º Semestre;Desistência;N;F;1;0;0;0;0;0;0;1
10 B;Física - Bacharelado;2012;2º Semestre;Desistência;N;M;2;0;1;2;0;0;2;7
10 B;Física - Bacharelado;2012;2º Semestre;Desistência;S;F;1;0;0;1;0;0;0;2
10 B;Física - Bacharelado;2012;2º Semestre;Desligamento por Abandono;N;F;0;0;0;2;0;0;1;3
10 B;Física - Bacharelado;2012;2º Semestre;Desligamento por Abandono;N;M;8;1;0;2;0;0;1;12
10 B;Física - Bacharelado;2012;2º Semestre;Desligamento por Abandono;S;M;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;2012;2º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;F;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;2012;2º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;M;3;0;0;2;0;0;0;5
10 B;Física - Bacharelado;2012;2º Semestre;Formado;N;F;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;2012;2º Semestre;Formado;N;M;4;0;0;3;0;0;0;7
10 L;Física - Licenciatura;2012;2º Semestre;Desistência;N;M;1;0;0;1;0;0;0;2
10 L;Física - Licenciatura;2012;2º Semestre;Desligamento por Abandono;N;F;1;1;0;0;0;0;0;2
10 L;Física - Licenciatura;2012;2º Semestre;Desligamento por Abandono;N;M;6;1;0;6;0;0;0;13
10 L;Física - Licenciatura;2012;2º Semestre;Desligamento por Abandono;S;M;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;2012;2º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;F;0;1;0;0;0;0;0;1
10 L;Física - Licenciatura;2012;2º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;M;2;0;0;1;0;0;0;3
10 L;Física - Licenciatura;2012;2º Semestre;Formado;N;M;1;0;0;2;0;0;0;3
12;Matemática;2012;2º Semestre;Desistência;N;M;1;0;0;0;0;0;0;1
12;Matemática;2012;2º Semestre;Desligamento por Abandono;N;F;3;0;0;0;0;0;1;4
12;Matemática;2012;2º Semestre;Desligamento por Abandono;N;M;0;0;0;1;0;0;0;1
12;Matemática;2012;2º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;F;0;0;0;2;0;0;0;2
12;Matemática;2012;2º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;M;2;0;0;2;0;0;0;4
12 B;Matemática - Bacharelado;2012;2º Semestre;Formado;N;F;1;0;0;0;0;0;0;1
12 B;Matemática - Bacharelado;2012;2º Semestre;Formado;N;M;0;0;0;2;0;0;0;2
12 L;Matemática - Licenciatura;2012;2º Semestre;Formado;N;F;4;0;0;2;0;0;0;6
12 L;Matemática - Licenciatura;2012;2º Semestre;Formado;N;M;4;0;0;2;0;0;1;7
16;Estatística;2012;2º Semestre;Desistência;N;F;1;0;0;0;0;0;0;1
16;Estatística;2012;2º Semestre;Desistência;N;M;2;0;0;2;0;0;0;4
16;Estatística;2012;2º Semestre;Desligamento por Abandono;N;F;3;0;0;0;0;0;0;3
16;Estatística;2012;2º Semestre;Desligamento por Abandono;N;M;6;1;0;2;0;0;0;9
16;Estatística;2012;2º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;M;1;1;0;3;0;0;0;5
16;Estatística;2012;2º Semestre;Formado;N;F;1;0;0;1;0;0;0;2
16;Estatística;2012;2º Semestre;Formado;N;M;0;1;0;0;0;0;0;1
32;Química;2012;2º Semestre;Desistência;N;M;0;0;0;1;0;0;0;1
32;Química;2012;2º Semestre;Desligamento por Abandono;N;F;0;1;0;1;0;0;0;2
32;Química;2012;2º Semestre;Desligamento por Abandono;N;M;5;1;0;1;0;0;0;7
32;Química;2012;2º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;M;1;0;0;1;0;0;0;2
32 B;Química - Bacharelado;2012;2º Semestre;Desistência;N;F;0;0;1;0;0;0;0;1
32 B;Química - Bacharelado;2012;2º Semestre;Desistência;S;M;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;2012;2º Semestre;Desligamento por Abandono;N;F;2;0;0;0;0;0;0;2
32 B;Química - Bacharelado;2012;2º Semestre;Desligamento por Abandono;N;M;1;0;0;1;0;0;0;2
32 B;Química - Bacharelado;2012;2º Semestre;Desligamento por Abandono;S;F;1;2;0;1;0;0;0;4
32 B;Química - Bacharelado;2012;2º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;M;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;2012;2º Semestre;Desligamento: 3 reprovações em 1 disciplina;S;F;0;0;0;1;0;0;0;1
32 B;Química - Bacharelado;2012;2º Semestre;Formado;N;F;1;0;0;1;0;0;0;2
32 B;Química - Bacharelado;2012;2º Semestre;Formado;N;M;2;0;0;1;0;0;0;3
32 B;Química - Bacharelado;2012;2º Semestre;Formado;S;M;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2012;2º Semestre;Desistência;N;M;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2012;2º Semestre;Desligamento por Abandono;N;F;3;0;1;2;0;0;0;6
32 L;Química - Licenciatura;2012;2º Semestre;Desligamento por Abandono;N;M;2;0;0;1;0;0;0;3
32 L;Química - Licenciatura;2012;2º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;F;0;0;0;1;0;0;0;1
32 L;Química - Licenciatura;2012;2º Semestre;Formado;N;F;2;0;0;0;0;0;0;2
10;Física;2013;1º Semestre;Desistência;N;M;1;0;0;0;0;0;0;1
10 B;Física - Bacharelado;2013;1º Semestre;Desistência;N;F;1;0;1;2;0;0;0;4
10 B;Física - Bacharelado;2013;1º Semestre;Desistência;N;M;1;0;0;2;0;0;1;4
10 B;Física - Bacharelado;2013;1º Semestre;Desistência;S;M;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;2013;1º Semestre;Formado;N;F;0;0;0;2;0;0;0;2
10 B;Física - Bacharelado;2013;1º Semestre;Formado;N;M;0;0;0;1;0;0;0;1
10 L;Física - Licenciatura;2013;1º Semestre;Desistência;N;F;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;2013;1º Semestre;Desistência;N;M;1;2;0;1;0;0;0;4
10 L;Física - Licenciatura;2013;1º Semestre;Desistência;S;F;1;0;0;1;0;0;0;2
10 L;Física - Licenciatura;2013;1º Semestre;Desistência;S;N;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;2013;1º Semestre;Formado;N;F;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;2013;1º Semestre;Formado;N;M;1;1;1;4;0;0;0;7
12;Matemática;2013;1º Semestre;Desistência;N;F;1;0;0;1;0;0;0;2
12;Matemática;2013;1º Semestre;Desistência;N;M;2;1;0;1;0;0;0;4
12;Matemática;2013;1º Semestre;Reopção de Curso;N;M;0;0;0;1;0;0;0;1
12 B;Matemática - Bacharelado;2013;1º Semestre;Formado;N;M;1;0;0;1;0;0;0;2
12 L;Matemática - Licenciatura;2013;1º Semestre;Formado;N;F;1;0;0;1;0;0;0;2
12 L;Matemática - Licenciatura;2013;1º Semestre;Formado;N;M;1;0;0;1;0;0;1;3
16;Estatística;2013;1º Semestre;Desistência;N;F;2;0;0;2;0;0;0;4
16;Estatística;2013;1º Semestre;Desistência;N;M;2;0;0;1;0;0;0;3
16;Estatística;2013;1º Semestre;Formado;N;F;1;0;0;0;0;0;0;1
16;Estatística;2013;1º Semestre;Formado;N;M;1;0;0;0;0;0;0;1
32;Química;2013;1º Semestre;Desistência;N;M;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;2013;1º Semestre;Desistência;N;F;0;0;0;2;0;0;0;2
32 B;Química - Bacharelado;2013;1º Semestre;Desistência;N;M;0;0;0;1;0;0;0;1
32 B;Química - Bacharelado;2013;1º Semestre;Desistência;S;F;0;0;0;1;0;0;0;1
32 B;Química - Bacharelado;2013;1º Semestre;Formado;N;F;1;0;0;1;0;0;0;2
32 B;Química - Bacharelado;2013;1º Semestre;Formado;N;M;3;0;0;0;0;0;1;4
32 B;Química - Bacharelado;2013;1º Semestre;Formado;S;M;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2013;1º Semestre;Desistência;N;F;0;0;0;1;0;0;0;1
32 L;Química - Licenciatura;2013;1º Semestre;Formado;N;F;2;0;0;0;0;0;0;2
32 L;Química - Licenciatura;2013;1º Semestre;Formado;N;M;1;0;0;0;0;0;0;1
10 B;Física - Bacharelado;2013;2º Semestre;Desistência;N;F;3;0;0;0;0;0;0;3
10 B;Física - Bacharelado;2013;2º Semestre;Desistência;N;M;5;0;0;4;0;0;0;9
10 B;Física - Bacharelado;2013;2º Semestre;Desistência;S;F;0;0;0;2;0;0;0;2
10 B;Física - Bacharelado;2013;2º Semestre;Formado;N;F;1;0;0;0;0;0;0;1
10 B;Física - Bacharelado;2013;2º Semestre;Formado;N;M;1;1;0;2;0;0;1;5
10 B;Física - Bacharelado;2013;2º Semestre;Reopção de Curso;N;M;2;0;0;0;0;0;0;2
10 L;Física - Licenciatura;2013;2º Semestre;Desistência;N;M;1;0;0;2;0;0;0;3
10 L;Física - Licenciatura;2013;2º Semestre;Desistência;S;M;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;2013;2º Semestre;Formado;N;F;0;1;0;1;0;0;0;2
10 L;Física - Licenciatura;2013;2º Semestre;Formado;N;M;2;1;0;1;0;0;0;4
10 L;Física - Licenciatura;2013;2º Semestre;Formado;S;M;0;0;0;1;0;0;0;1
12;Matemática;2013;2º Semestre;Falecimento;N;M;0;0;0;1;0;0;0;1
12;Matemática;2013;2º Semestre;Reopção de Curso;N;F;1;0;0;0;0;0;0;1
12;Matemática;2013;2º Semestre;Sansão Disciplinar;N;M;0;0;0;1;0;0;0;1
12 B;Matemática - Bacharelado;2013;2º Semestre;Formado;N;F;1;0;0;0;0;0;0;1
12 B;Matemática - Bacharelado;2013;2º Semestre;Formado;N;M;2;0;0;0;0;0;0;2
12 L;Matemática - Licenciatura;2013;2º Semestre;Formado;N;M;1;0;1;2;0;0;0;4
16;Estatística;2013;2º Semestre;Desistência;N;F;1;0;0;1;0;0;0;2
16;Estatística;2013;2º Semestre;Desistência;N;M;1;0;0;0;0;0;0;1
16;Estatística;2013;2º Semestre;Desistência;S;M;0;0;0;1;0;0;0;1
16;Estatística;2013;2º Semestre;Formado;N;F;1;0;0;0;0;0;0;1
16;Estatística;2013;2º Semestre;Formado;N;M;0;0;0;1;0;0;0;1
32;Química;2013;2º Semestre;Desistência;S;M;0;1;0;0;0;0;0;1
32 B;Química - Bacharelado;2013;2º Semestre;Desistência;N;F;2;0;0;2;0;0;0;4
32 B;Química - Bacharelado;2013;2º Semestre;Desistência;S;F;2;0;0;0;0;0;0;2
32 B;Química - Bacharelado;2013;2º Semestre;Formado;N;F;1;0;0;1;0;0;0;2
32 B;Química - Bacharelado;2013;2º Semestre;Formado;N;M;3;0;0;0;0;0;0;3
32 B;Química - Bacharelado;2013;2º Semestre;Reopção de Curso;N;M;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2013;2º Semestre;Desistência;N;F;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2013;2º Semestre;Desistência;N;M;1;0;0;1;0;0;0;2
32 L;Química - Licenciatura;2013;2º Semestre;Formado;N;M;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2013;2º Semestre;Formado;S;F;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2013;2º Semestre;Reopção de Curso;N;F;0;0;0;2;0;0;0;2
32 L;Química - Licenciatura;2013;2º Semestre;Reopção de Curso;N;M;1;0;0;0;0;0;0;1
10;Física;2014;1º Semestre;Desligamento por Abandono;N;M;4;1;0;2;0;0;0;7
10;Física;2014;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;M;0;0;0;2;0;0;0;2
10;Física;2014;1º Semestre;Desligamento: Descumpriu Plano de Estudos;N;F;1;0;0;0;0;0;0;1
10 B;Física - Bacharelado;2014;1º Semestre;Desistência;N;F;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;2014;1º Semestre;Desistência;N;M;2;0;0;0;0;0;0;2
10 B;Física - Bacharelado;2014;1º Semestre;Desistência;S;M;0;1;0;0;0;0;0;1
10 B;Física - Bacharelado;2014;1º Semestre;Desligamento por Abandono;N;F;2;0;0;3;0;0;0;5
10 B;Física - Bacharelado;2014;1º Semestre;Desligamento por Abandono;N;M;13;1;0;1;0;0;1;16
10 B;Física - Bacharelado;2014;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;F;1;0;0;0;0;0;0;1
10 B;Física - Bacharelado;2014;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;M;5;1;0;1;0;0;2;9
10 B;Física - Bacharelado;2014;1º Semestre;Formado;N;M;3;0;0;2;0;0;0;5
10 L;Física - Licenciatura;2014;1º Semestre;Desistência;N;M;3;0;0;1;0;0;0;4
10 L;Física - Licenciatura;2014;1º Semestre;Desistência;S;F;0;0;0;1;0;0;0;1
