COD_CURSO,NOME_CURSO,ANO_EVASAO,PERIODO_EVASAO,FORMA_EVASAO,NATURALIDADE,QTDE
32 B,Química - Bacharelado,2015,1º Semestre,Desligamento,Vila Velha,3
32 B,Química - Bacharelado,2015,1º Semestre,Desligamento,Vitoria,5
32 B,Química - Bacharelado,2015,1º Semestre,Desligamento,Volta Redonda,1
32 B,Química - Bacharelado,2015,1º Semestre,Desligamento,Fundao,1
32 B,Química - Bacharelado,2015,1º Semestre,Desligamento,Guarapari,1
32 B,Química - Bacharelado,2015,1º Semestre,Desligamento,Serra,1
32 B,Química - Bacharelado,2015,1º Semestre,Desligamento,Vila Velha,1
32 B,Química - Bacharelado,2015,1º Semestre,Desligamento,Vitoria,3
32 B,Química - Bacharelado,2015,1º Semestre,Formado,Viana,1
32 B,Química - Bacharelado,2015,1º Semestre,Formado,Vila Velha,1
32 B,Química - Bacharelado,2015,1º Semestre,Formado,Vitoria,6
32 B,Química - Bacharelado,2015,2º Semestre,Desistência,Ecoporanga,1
32 B,Química - Bacharelado,2015,2º Semestre,Desistência,Sao Luis,1
32 B,Química - Bacharelado,2015,2º Semestre,Desistência,Uruguaiana,1
32 B,Química - Bacharelado,2015,2º Semestre,Desistência,Vila Velha,3
32 B,Química - Bacharelado,2015,2º Semestre,Desistência,Vitoria,7
32 B,Química - Bacharelado,2015,2º Semestre,Desligamento,Almenara,1
32 B,Química - Bacharelado,2015,2º Semestre,Desligamento,Bebedouro,1
32 B,Química - Bacharelado,2015,2º Semestre,Desligamento,Carangola,1
32 B,Química - Bacharelado,2015,2º Semestre,Desligamento,Viana,1
32 B,Química - Bacharelado,2015,2º Semestre,Desligamento,Vila Velha,3
32 B,Química - Bacharelado,2015,2º Semestre,Desligamento,Vitoria,7
32 B,Química - Bacharelado,2015,2º Semestre,Desligamento,Pedro Canario,1
32 B,Química - Bacharelado,2015,2º Semestre,Desligamento,Vila Velha,1
32 B,Química - Bacharelado,2015,2º Semestre,Desligamento,Vitoria,2
32 B,Química - Bacharelado,2015,2º Semestre,Formado,Anchieta,2
32 B,Química - Bacharelado,2015,2º Semestre,Formado,Cachoeiro De Itapemirim,1
32 B,Química - Bacharelado,2015,2º Semestre,Formado,Castelo,1
32 B,Química - Bacharelado,2015,2º Semestre,Formado,Nova Iguacu,1
32 B,Química - Bacharelado,2015,2º Semestre,Formado,Porto Velho,1
32 B,Química - Bacharelado,2015,2º Semestre,Formado,Vila Velha,3
32 B,Química - Bacharelado,2015,2º Semestre,Formado,Vitoria,5
32 B,Química - Bacharelado,2015,2º Semestre,Outros,Vila Velha,1
32 B,Química - Bacharelado,2015,NA,Outros,Afonso Claudio,2
32 B,Química - Bacharelado,2015,NA,Outros,Aimores,1
32 B,Química - Bacharelado,2015,NA,Outros,Baixo Guandu,2
32 B,Química - Bacharelado,2015,NA,Outros,Belford Roxo,1
32 B,Química - Bacharelado,2015,NA,Outros,Brasilia,1
32 B,Química - Bacharelado,2015,NA,Outros,Cachoeiro De Itapemirim,4
32 B,Química - Bacharelado,2015,NA,Outros,Campos Dos Goytacazes,3
32 B,Química - Bacharelado,2015,NA,Outros,Cariacica,7
32 B,Química - Bacharelado,2015,NA,Outros,Colatina,3
32 B,Química - Bacharelado,2015,NA,Outros,Contagem,1
32 B,Química - Bacharelado,2015,NA,Outros,Curitiba,1
32 B,Química - Bacharelado,2015,NA,Outros,Espera Feliz,1
32 B,Química - Bacharelado,2015,NA,Outros,Eunapolis,1
32 B,Química - Bacharelado,2015,NA,Outros,Goianesia Do Para,1
32 B,Química - Bacharelado,2015,NA,Outros,Goiania,1
32 B,Química - Bacharelado,2015,NA,Outros,Guarapari,1
32 B,Química - Bacharelado,2015,NA,Outros,Ibatiba,1
32 B,Química - Bacharelado,2015,NA,Outros,Ibiracu,1
32 B,Química - Bacharelado,2015,NA,Outros,Ipatinga,1
32 B,Química - Bacharelado,2015,NA,Outros,Italia,1
32 B,Química - Bacharelado,2015,NA,Outros,Itamaraju,1
32 B,Química - Bacharelado,2015,NA,Outros,Joao Neiva,1
32 B,Química - Bacharelado,2015,NA,Outros,Linhares,2
32 B,Química - Bacharelado,2015,NA,Outros,Manhuacu,1
32 B,Química - Bacharelado,2015,NA,Outros,Muqui,1
32 B,Química - Bacharelado,2015,NA,Outros,Nova Venecia,1
32 B,Química - Bacharelado,2015,NA,Outros,Nova Iguacu,1
32 B,Química - Bacharelado,2015,NA,Outros,Pedro Canario,1
32 B,Química - Bacharelado,2015,NA,Outros,Piedade,1
32 B,Química - Bacharelado,2015,NA,Outros,Pinheiros,1
32 B,Química - Bacharelado,2015,NA,Outros,Recife,1
32 B,Química - Bacharelado,2015,NA,Outros,Rio De Janeiro,1
32 B,Química - Bacharelado,2015,NA,Outros,Santa Teresa,1
32 B,Química - Bacharelado,2015,NA,Outros,Sao Paulo,2
32 B,Química - Bacharelado,2015,NA,Outros,Sao Paulo,1
32 B,Química - Bacharelado,2015,NA,Outros,Serra,9
32 B,Química - Bacharelado,2015,NA,Outros,Teixeira De Freitas,1
32 B,Química - Bacharelado,2015,NA,Outros,Vitoria,13
32 B,Química - Bacharelado,2015,NA,Outros,Viana,1
32 B,Química - Bacharelado,2015,NA,Outros,Vila Velha,16
32 B,Química - Bacharelado,2015,NA,Outros,Vitoria,39
32 B,Química - Bacharelado,2015,NA,Outros,Volta Redonda,1
32 L,Química - Licenciatura,2015,1º Semestre,Desistência,Belo Horizonte,1
32 L,Química - Licenciatura,2015,1º Semestre,Desistência,Vitoria,2
32 L,Química - Licenciatura,2015,1º Semestre,Desligamento,Domingos Martins,1
32 L,Química - Licenciatura,2015,1º Semestre,Desligamento,Nova Venecia,1
32 L,Química - Licenciatura,2015,1º Semestre,Desligamento,Pimenta Bueno,1
32 L,Química - Licenciatura,2015,1º Semestre,Desligamento,Serra,1
32 L,Química - Licenciatura,2015,1º Semestre,Desligamento,Vila Velha,1
32 L,Química - Licenciatura,2015,1º Semestre,Desligamento,Vitoria,2
32 L,Química - Licenciatura,2015,1º Semestre,Desligamento,Juazeiro Do Norte,1
32 L,Química - Licenciatura,2015,1º Semestre,Desligamento,Linhares,1
32 L,Química - Licenciatura,2015,1º Semestre,Desligamento,Vitoria,1
32 L,Química - Licenciatura,2015,1º Semestre,Formado,Vitoria,1
32 L,Química - Licenciatura,2015,2º Semestre,Desistência,Nanuque,1
32 L,Química - Licenciatura,2015,2º Semestre,Desistência,Serra,1
32 L,Química - Licenciatura,2015,2º Semestre,Desistência,Vila Velha,1
32 L,Química - Licenciatura,2015,2º Semestre,Desistência,Vitoria,2
32 L,Química - Licenciatura,2015,2º Semestre,Desligamento,Vila Velha,2
32 L,Química - Licenciatura,2015,2º Semestre,Desligamento,Vitoria,2
32 L,Química - Licenciatura,2015,2º Semestre,Formado,Barra De Sao Francisco,1
32 L,Química - Licenciatura,2015,2º Semestre,Formado,Guacui,1
32 L,Química - Licenciatura,2015,2º Semestre,Formado,Ji-Parana,1
32 L,Química - Licenciatura,2015,2º Semestre,Outros,Vitoria,2
32 L,Química - Licenciatura,2015,NA,Outros,Aracruz,1
32 L,Química - Licenciatura,2015,NA,Outros,Cachoeiro De Itapemirim,1
32 L,Química - Licenciatura,2015,NA,Outros,Caratinga,1
32 L,Química - Licenciatura,2015,NA,Outros,Cariacica,5
32 L,Química - Licenciatura,2015,NA,Outros,Colatina,2
32 L,Química - Licenciatura,2015,NA,Outros,Ecoporanga,1
32 L,Química - Licenciatura,2015,NA,Outros,Fundao,1
32 L,Química - Licenciatura,2015,NA,Outros,Governador Valadares,1
32 L,Química - Licenciatura,2015,NA,Outros,Guarapari,1
32 L,Química - Licenciatura,2015,NA,Outros,Itaguacu,1
32 L,Química - Licenciatura,2015,NA,Outros,Iuna,1
32 L,Química - Licenciatura,2015,NA,Outros,Londrina,1
32 L,Química - Licenciatura,2015,NA,Outros,Nova Iguacu,1
32 L,Química - Licenciatura,2015,NA,Outros,Rio De Janeiro,2
32 L,Química - Licenciatura,2015,NA,Outros,Sao Paulo,1
32 L,Química - Licenciatura,2015,NA,Outros,Sao Mateus,1
32 L,Química - Licenciatura,2015,NA,Outros,Serra,1
32 L,Química - Licenciatura,2015,NA,Outros,Sinop,1
32 L,Química - Licenciatura,2015,NA,Outros,Vargem Alta,1
32 L,Química - Licenciatura,2015,NA,Outros,Vitoria,6
32 L,Química - Licenciatura,2015,NA,Outros,Vila Velha,14
32 L,Química - Licenciatura,2015,NA,Outros,Vitoria,10
10,Física,2016,NA,Desistência,Espirito Santo,1
10,Física,2016,NA,Desistência,Governador Valadares,1
10,Física,2016,NA,Desistência,Nanuque,1
10,Física,2016,NA,Desistência,Vitoria,5
10,Física,2016,NA,Desistência,NA,10
10,Física,2016,NA,Formado,NA,1
10,Física,2016,NA,Outros,Vitoria,1
10,Física,2016,NA,Formado,Aracaju,1
10,Física,2016,NA,Formado,Itabira,1
10 B,Física - Bacharelado,2016,1º Semestre,Desistência,Jacarepagua,1
10 B,Física - Bacharelado,2016,1º Semestre,Desistência,Ribeirao Preto,1
10 B,Física - Bacharelado,2016,1º Semestre,Desistência,Vitoria,2
10 B,Física - Bacharelado,2016,1º Semestre,Formado,Nova Venecia,1
10 B,Física - Bacharelado,2016,1º Semestre,Formado,Outros,1
10 B,Física - Bacharelado,2016,1º Semestre,Formado,Serra,1
10 B,Física - Bacharelado,2016,1º Semestre,Formado,Vila Velha,2
10 B,Física - Bacharelado,2016,1º Semestre,Formado,Vitoria,1
10 B,Física - Bacharelado,2016,1º Semestre,Outros,Vitoria,1
10 B,Física - Bacharelado,2016,2º Semestre,Desistência,Abaetetuba,1
10 B,Física - Bacharelado,2016,2º Semestre,Desistência,Bom Jesus Do Itabapoana,1
10 B,Física - Bacharelado,2016,2º Semestre,Desistência,Joao Monlevade,1
10 B,Física - Bacharelado,2016,2º Semestre,Desistência,Macae,1
10 B,Física - Bacharelado,2016,2º Semestre,Desistência,Montes Claros,1
10 B,Física - Bacharelado,2016,2º Semestre,Desistência,Vila Velha,2
10 B,Física - Bacharelado,2016,2º Semestre,Desistência,Vitoria,6
10 B,Física - Bacharelado,2016,2º Semestre,Formado,Anchieta,1
10 B,Física - Bacharelado,2016,2º Semestre,Formado,Pedro Canario,1
10 B,Física - Bacharelado,2016,2º Semestre,Formado,Sao Paulo,2
10 B,Física - Bacharelado,2016,2º Semestre,Formado,Sorocaba,1
10 B,Física - Bacharelado,2016,2º Semestre,Formado,Vitoria,1
10 B,Física - Bacharelado,2016,2º Semestre,Formado,Vitoria,1
10 B,Física - Bacharelado,2016,2º Semestre,Outros,Aracruz,1
10 B,Física - Bacharelado,2016,2º Semestre,Outros,Sao Pedro Da Aldeia,1
10 B,Física - Bacharelado,2016,NA,Outros,Abaiara,1
10 B,Física - Bacharelado,2016,NA,Outros,Afonso Claudio,1
10 B,Física - Bacharelado,2016,NA,Outros,Aimores,1
10 B,Física - Bacharelado,2016,NA,Outros,Alegre,1
10 B,Física - Bacharelado,2016,NA,Outros,Anchieta,3
10 B,Física - Bacharelado,2016,NA,Outros,Barra De Sao Francisco,1
10 B,Física - Bacharelado,2016,NA,Outros,Belo Horizonte,1
10 B,Física - Bacharelado,2016,NA,Outros,Brasilia,3
10 B,Física - Bacharelado,2016,NA,Outros,Cachoeiro De Itapemirim,2
10 B,Física - Bacharelado,2016,NA,Outros,Cacoal,2
10 B,Física - Bacharelado,2016,NA,Outros,Campos Dos Goytacazes,3
10 B,Física - Bacharelado,2016,NA,Outros,Caravelas,1
10 B,Física - Bacharelado,2016,NA,Outros,Cariacica,9
10 B,Física - Bacharelado,2016,NA,Outros,Castelo,1
10 B,Física - Bacharelado,2016,NA,Outros,Conceicao Do Castelo,1
10 B,Física - Bacharelado,2016,NA,Outros,Curitiba,1
10 B,Física - Bacharelado,2016,NA,Outros,Domingos Martins,1
10 B,Física - Bacharelado,2016,NA,Outros,Duque De Caxias,1
10 B,Física - Bacharelado,2016,NA,Outros,Fortaleza,1
10 B,Física - Bacharelado,2016,NA,Outros,Governador Valadares,1
10 B,Física - Bacharelado,2016,NA,Outros,Guarapari,2
10 B,Física - Bacharelado,2016,NA,Outros,Ipora,1
10 B,Física - Bacharelado,2016,NA,Outros,Itabuna,1
10 B,Física - Bacharelado,2016,NA,Outros,Itapemirim,1
10 B,Física - Bacharelado,2016,NA,Outros,Jundiai,1
10 B,Física - Bacharelado,2016,NA,Outros,Linhares,3
10 B,Física - Bacharelado,2016,NA,Outros,Marataizes,1
10 B,Física - Bacharelado,2016,NA,Outros,Marechal Floriano,1
10 B,Física - Bacharelado,2016,NA,Outros,Montanha,1
10 B,Física - Bacharelado,2016,NA,Outros,Outros,1
10 B,Física - Bacharelado,2016,NA,Outros,Piuma,1
10 B,Física - Bacharelado,2016,NA,Outros,Ponte Nova,1
10 B,Física - Bacharelado,2016,NA,Outros,Porto Seguro,1
10 B,Física - Bacharelado,2016,NA,Outros,Rio De Janeiro,3
10 B,Física - Bacharelado,2016,NA,Outros,Rio Novo Do Sul,1
10 B,Física - Bacharelado,2016,NA,Outros,Rondonopolis,1
10 B,Física - Bacharelado,2016,NA,Outros,Santa Leopoldina,1
10 B,Física - Bacharelado,2016,NA,Outros,Santa Maria De Jetiba,1
10 B,Física - Bacharelado,2016,NA,Outros,Sao Gabriel Da Palha,1
10 B,Física - Bacharelado,2016,NA,Outros,Sao Paulo,2
10 B,Física - Bacharelado,2016,NA,Outros,Sao Mateus,1
10 B,Física - Bacharelado,2016,NA,Outros,Serra,15
10 B,Física - Bacharelado,2016,NA,Outros,Teixeira De Freitas,1
10 B,Física - Bacharelado,2016,NA,Outros,Vicosa,1
10 B,Física - Bacharelado,2016,NA,Outros,Vitoria,11
10 B,Física - Bacharelado,2016,NA,Outros,Viana,1
10 B,Física - Bacharelado,2016,NA,Outros,Vila Velha,21
10 B,Física - Bacharelado,2016,NA,Outros,Vitoria,35
10 B,Física - Bacharelado,2016,NA,Outros,Volta Redonda,1
10 L,Física - Licenciatura,2016,1º Semestre,Desistência,Vitoria,2
10 L,Física - Licenciatura,2016,1º Semestre,Formado,Vila Velha,3
10 L,Física - Licenciatura,2016,1º Semestre,Outros,Rio De Janeiro,1
10 L,Física - Licenciatura,2016,1º Semestre,Outros,Joao Neiva,1
10 L,Física - Licenciatura,2016,1º Semestre,Outros,Vitoria,1
10 L,Física - Licenciatura,2016,2º Semestre,Desistência,Colatina,1
10 L,Física - Licenciatura,2016,2º Semestre,Desistência,Outros,1
10 L,Física - Licenciatura,2016,2º Semestre,Desistência,Sao Paulo,1
10 L,Física - Licenciatura,2016,2º Semestre,Desistência,Vila Velha,2
10 L,Física - Licenciatura,2016,2º Semestre,Desistência,Vitoria,5
10 L,Física - Licenciatura,2016,2º Semestre,Desligamento,Vitoria,1
10 L,Física - Licenciatura,2016,2º Semestre,Outros,Belo Horizonte,1
10 L,Física - Licenciatura,2016,2º Semestre,Outros,Ibatiba,1
10 L,Física - Licenciatura,2016,NA,Outros,Afonso Claudio,1
10 L,Física - Licenciatura,2016,NA,Outros,Afonso Claudio,1
10 L,Física - Licenciatura,2016,NA,Outros,Aimores,1
10 L,Física - Licenciatura,2016,NA,Outros,Alto Paraguai,1
10 L,Física - Licenciatura,2016,NA,Outros,Anchieta,1
10 L,Física - Licenciatura,2016,NA,Outros,Araruama,1
10 L,Física - Licenciatura,2016,NA,Outros,Barra Mansa,1
10 L,Física - Licenciatura,2016,NA,Outros,Belem,1
10 L,Física - Licenciatura,2016,NA,Outros,Belo Horizonte,1
10 L,Física - Licenciatura,2016,NA,Outros,Bom Jesus Do Norte,1
10 L,Física - Licenciatura,2016,NA,Outros,Cabo Frio,1
10 L,Física - Licenciatura,2016,NA,Outros,Cachoeiro De Itapemirim,2
10 L,Física - Licenciatura,2016,NA,Outros,Caratinga,1
10 L,Física - Licenciatura,2016,NA,Outros,Cariacica,8
10 L,Física - Licenciatura,2016,NA,Outros,Castelo,1
10 L,Física - Licenciatura,2016,NA,Outros,Colatina,3
10 L,Física - Licenciatura,2016,NA,Outros,Domingos Martins,1
10 L,Física - Licenciatura,2016,NA,Outros,Governador Valadares,1
10 L,Física - Licenciatura,2016,NA,Outros,Guarapari,3
10 L,Física - Licenciatura,2016,NA,Outros,Iconha,1
10 L,Física - Licenciatura,2016,NA,Outros,Ipatinga,1
10 L,Física - Licenciatura,2016,NA,Outros,Itapemirim,1
10 L,Física - Licenciatura,2016,NA,Outros,Itarana,1
10 L,Física - Licenciatura,2016,NA,Outros,Joao Pessoa,1
10 L,Física - Licenciatura,2016,NA,Outros,Marechal Floriano,1
10 L,Física - Licenciatura,2016,NA,Outros,Mesquita,1
10 L,Física - Licenciatura,2016,NA,Outros,Mimoso Do Sul,1
10 L,Física - Licenciatura,2016,NA,Outros,Mucuri,1
10 L,Física - Licenciatura,2016,NA,Outros,Mucurici,1
10 L,Física - Licenciatura,2016,NA,Outros,Mutum,1
10 L,Física - Licenciatura,2016,NA,Outros,Nova Venecia,1
10 L,Física - Licenciatura,2016,NA,Outros,Nova Vicosa,1
10 L,Física - Licenciatura,2016,NA,Outros,Osasco,1
10 L,Física - Licenciatura,2016,NA,Outros,Outros,1
10 L,Física - Licenciatura,2016,NA,Outros,Pedro Canario,1
10 L,Física - Licenciatura,2016,NA,Outros,Rio Branco,1
10 L,Física - Licenciatura,2016,NA,Outros,Rio De Janeiro,5
10 L,Física - Licenciatura,2016,NA,Outros,Santa Maria De Jetiba,1
10 L,Física - Licenciatura,2016,NA,Outros,Sao Joao De Meriti,1
10 L,Física - Licenciatura,2016,NA,Outros,Sao Paulo,1
10 L,Física - Licenciatura,2016,NA,Outros,Serra,15
10 L,Física - Licenciatura,2016,NA,Outros,Teofilo Otoni,1
10 L,Física - Licenciatura,2016,NA,Outros,Varginha,1
10 L,Física - Licenciatura,2016,NA,Outros,Venda Nova Do Imigrante,1
10 L,Física - Licenciatura,2016,NA,Outros,Vitoria,11
10 L,Física - Licenciatura,2016,NA,Outros,Vila Velha,15
10 L,Física - Licenciatura,2016,NA,Outros,Vilhena,1
10 L,Física - Licenciatura,2016,NA,Outros,Vitoria,24
12,Matemática,2016,1º Semestre,Desistência,Aimores,1
12,Matemática,2016,1º Semestre,Outros,Vitoria,1
12,Matemática,2016,2º Semestre,Desistência,Belo Horizonte,1
12,Matemática,2016,2º Semestre,Desistência,Rio De Janeiro,1
12,Matemática,2016,2º Semestre,Desistência,Vitoria,5
12,Matemática,2016,2º Semestre,Desligamento,Anchieta,1
12,Matemática,2016,2º Semestre,Desligamento,Inhapim,1
12,Matemática,2016,2º Semestre,Desligamento,Linhares,1
12,Matemática,2016,2º Semestre,Desligamento,Serra,1
12,Matemática,2016,2º Semestre,Desligamento,Tres Rios,1
12,Matemática,2016,2º Semestre,Desligamento,Vitoria,2
12,Matemática,2016,2º Semestre,Outros,Serra,1
12,Matemática,2016,NA,Desistência,Vitoria,6
12,Matemática,2016,NA,Desistência,NA,6
12,Matemática,2016,NA,Formado,Cachoeiro De Itapemirim,1
12,Matemática,2016,NA,Formado,Mantena,1
12,Matemática,2016,NA,Outros,Carazinho,1
12,Matemática,2016,NA,Outros,NA,1
12 B,Matemática - Bacharelado,2016,1º Semestre,Formado,Iconha,1
12 B,Matemática - Bacharelado,2016,2º Semestre,Desistência,Iuna,1
12 B,Matemática - Bacharelado,2016,2º Semestre,Desistência,Vitoria,1
12 B,Matemática - Bacharelado,2016,2º Semestre,Desligamento,Caravelas,1
12 B,Matemática - Bacharelado,2016,2º Semestre,Desligamento,Rio De Janeiro,1
12 B,Matemática - Bacharelado,2016,2º Semestre,Desligamento,Sao Luis,1
12 B,Matemática - Bacharelado,2016,2º Semestre,Desligamento,Vila Velha,2
12 B,Matemática - Bacharelado,2016,2º Semestre,Desligamento,Vitoria,2
12 B,Matemática - Bacharelado,2016,NA,Outros,Afonso Claudio,1
12 B,Matemática - Bacharelado,2016,NA,Outros,Anchieta,1
12 B,Matemática - Bacharelado,2016,NA,Outros,Aracruz,1
12 B,Matemática - Bacharelado,2016,NA,Outros,Baixo Guandu,1
12 B,Matemática - Bacharelado,2016,NA,Outros,Barra De Sao Francisco,1
12 B,Matemática - Bacharelado,2016,NA,Outros,Cachoeiro De Itapemirim,1
12 B,Matemática - Bacharelado,2016,NA,Outros,Cariacica,3
12 B,Matemática - Bacharelado,2016,NA,Outros,Colatina,2
12 B,Matemática - Bacharelado,2016,NA,Outros,Coronel Fabriciano,1
12 B,Matemática - Bacharelado,2016,NA,Outros,Governador Valadares,1
12 B,Matemática - Bacharelado,2016,NA,Outros,Guarapari,2
12 B,Matemática - Bacharelado,2016,NA,Outros,Iconha,1
12 B,Matemática - Bacharelado,2016,NA,Outros,Imperatriz,1
12 B,Matemática - Bacharelado,2016,NA,Outros,Linhares,1
12 B,Matemática - Bacharelado,2016,NA,Outros,Mucuri,1
12 B,Matemática - Bacharelado,2016,NA,Outros,Nanuque,1
12 B,Matemática - Bacharelado,2016,NA,Outros,Rio De Janeiro,1
12 B,Matemática - Bacharelado,2016,NA,Outros,Santarem,1
12 B,Matemática - Bacharelado,2016,NA,Outros,Serra,8
12 B,Matemática - Bacharelado,2016,NA,Outros,Teofilo Otoni,1
12 B,Matemática - Bacharelado,2016,NA,Outros,Vitoria,1
12 B,Matemática - Bacharelado,2016,NA,Outros,Vila Velha,7
12 B,Matemática - Bacharelado,2016,NA,Outros,Vitoria,14
12 L,Matemática - Licenciatura,2016,1º Semestre,Desistência,Itubera,1
12 L,Matemática - Licenciatura,2016,1º Semestre,Formado,Cariacica,1
12 L,Matemática - Licenciatura,2016,1º Semestre,Formado,Juiz De Fora,1
12 L,Matemática - Licenciatura,2016,1º Semestre,Formado,Vitoria,1
12 L,Matemática - Licenciatura,2016,2º Semestre,Formado,Vitoria,2
12 L,Matemática - Licenciatura,2016,NA,Outros,Anchieta,1
12 L,Matemática - Licenciatura,2016,NA,Outros,Aracruz,1
12 L,Matemática - Licenciatura,2016,NA,Outros,Barra De Sao Francisco,1
12 L,Matemática - Licenciatura,2016,NA,Outros,Belo Horizonte,2
12 L,Matemática - Licenciatura,2016,NA,Outros,Cachoeiro De Itapemirim,1
12 L,Matemática - Licenciatura,2016,NA,Outros,Camacan,1
12 L,Matemática - Licenciatura,2016,NA,Outros,Cariacica,7
12 L,Matemática - Licenciatura,2016,NA,Outros,Colatina,4
12 L,Matemática - Licenciatura,2016,NA,Outros,Coronel Fabriciano,1
12 L,Matemática - Licenciatura,2016,NA,Outros,Curitiba,1
12 L,Matemática - Licenciatura,2016,NA,Outros,Duque De Caxias,2
12 L,Matemática - Licenciatura,2016,NA,Outros,Eunapolis,1
12 L,Matemática - Licenciatura,2016,NA,Outros,Guarapari,1
12 L,Matemática - Licenciatura,2016,NA,Outros,Ilheus,1
12 L,Matemática - Licenciatura,2016,NA,Outros,Itabira,1
12 L,Matemática - Licenciatura,2016,NA,Outros,Itabuna,1
12 L,Matemática - Licenciatura,2016,NA,Outros,Joao Neiva,2
12 L,Matemática - Licenciatura,2016,NA,Outros,Linhares,1
12 L,Matemática - Licenciatura,2016,NA,Outros,Manhuacu,1
12 L,Matemática - Licenciatura,2016,NA,Outros,Maceio,1
12 L,Matemática - Licenciatura,2016,NA,Outros,Montanha,1
